id,text
593891109580967936,"Tonight's polling average: Con 33.7%, Lab 33%, UKIP 13%, Lib Dem 8% and Green 5.7%."
593891110239543296,steve372: .ik61scot it's Nicola Sturgeon's new education policy... Improve literacy by getting deprive kids reading words on helicop…
593891110616989696,"uardian: Guardian front page, Friday 1 May 2015: Miliband hardens his line: I will not do deal with SNP "
593891110763757568,tephenHep21: cotlandTonight Ed is free to say he wont do a deal. It is SNP who will never be forgiven if they vote down a Labour go…
593891111502016512,d_Miliband: I want to be completely clear: there will no coalition and no deals with the SNP. bbcqt
593891111824941056,uffPostUK: The Tory spin message about David Cameron's performance is a bit obvious bbcqt  …
593891111799783424,igel_Farage Does Ed's rejection of Lab/SNP deal undermine Cameron's plea to Ukippers to 'come home' on the basis of that proposal?
593891111942365186,d_Miliband: I want to be completely clear: there will no coalition and no deals with the SNP. bbcqt
593891111946551296,"haos_lane: imagine fighting for us to stay in the union, promising that Scotland's voice will be heard, and then refusing to do a deal…"
593891112407924736,Account for every penny? Like you did last time? Your nose should be 2 foot long! 
593891113179750401,onwindward: imForScotland Crazy statements like that just confirms to me I made the right decision in leaving Labour for the SNP.Tim…
593891113750106112,"iath84: Great, you reduced the deficit, by killing and shitting on the poor. Good job. Not really something to be bragging about Torie…"
593891113481572353,Clegg: Education spending is a coalition 'red line' - ITV News 
593891113498443776,Can you shut the NS down until May 8. Prettyplease 
593891114215723008,Fucking biased BBC allowing igel_Farage to have a leadersdebate program all of his own... NigelFarage UKIP GE2015
593891114475716608,"'I'm not going to cave in to the SNP over Trident and the deficit'. 

A left-wing party in favour of nuclear weapons and maintaing austerity"
593891114496729088,"ickgoff79: If Miliband had replied then, ""ah, you work in recruitment? No wonder you're such a dick."" I'd have voted for him. But he d…"
593891114744164354,"llieCumbo: Oh, Tories. Wiz zis message discipline you are really spoiling uz. "
593891114853216257,eeMartin4947: Miliband on Question Time: I won't have Labour government if it means SNP deal  GE2015
593891115457064960,VIDEO: Sturgeon on post-election deals 
593891115658383360,Watch: Ed Miliband trips off the stage following Question Time leaders special 
593891116140888065,"oncraig: Scottish audience all address Sturgeon as ""Nicola"". Earlier on QT it was ""Mr Cameron"", ""Mr Miliband"" &amp; ""Mr Clegg"". …"
593891116363214848,"cotlandTonight If Miliband will step aside to let Tories in, we need 59 SNP MPs more than ever to stand up for Scotland heSNP VoteSNP"
593891116405100544,hristinaSNP: I just heard Milliband's pronouncements........ Oh dear.... Cutting off his nose to spite the Scots.... VoteSNP
593891117269155841,Newsnight or Farage talking cr*p for nearly half an hour. A tough call; though Farage might well melt down yet again w/audience questions..
593891117638254592,Kind of like/support nick clegg hahahaha
593891117525016576,hunkymark: How would labour supporters/country feel if d_Miliband let Tories have another 5 years by refusing to have coalition with…
593891117474668544,"uardian: Guardian front page, Friday 1 May 2015: Miliband hardens his line: I will not do deal with SNP "
593891118045110272,"Couldn't watch the leaders Q&amp;As tonight as I was at a scholarship dinner, but at said dinner I argued Labour doesn't need nor want the SNP"
593891118384869376,"ardhamHT: Scots will never forgive Lab if Tories get in because Miliband refuses to work with SNP, says Stewart Hosie"
593891118867185664,anHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? …
593891118779097090,hesundaypeople: UKIP's housing spokesman rakes in £800k in housing benefit from migrants.   …
593891118732849152,SNP leader faces audience questions 
593891119165001728,"ountryStandard: You Gov Poll Tonight
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)"
593891119609556992,anHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? …
593891119701880833,imForScotland: Labour has called SNP bluff. The SNP must now be clear: are they willing to prevent or bring down a Labour government &amp;…
593891120767225856,"""Making love is not on the cards here, he's a Tory"""
593891120825954304,"Audience member: why are million's more people using foodbanks?
David Cameron: here's a letter saying there's no money left"
593891121111179265,David Cameron hugs another husky in the storms  david Cameron hugahusky davidcamerontweet greatstorm 2013 StJude
593891120913977344,emini2359: bbcqt Tories 1st introduced PFI In NHS not Labour. Here's Ken Clarke boasting of it. 
593891120989544448,"unny_hundal: It's far easier for Labour to work as a minority govt than the Tories. Miliband can call SNP's bluff, while Cameron has n…"
593891121194995712,Fair point...... 
593891121312440320,abourpress: We learnt the most from the question David Cameron wouldn't answer tonight: clear now the Tories will cut Child Benefit b…
593891122541240320,Watch: Ed Miliband trips off the stage following Question Time leaders special 
593891123149570049,unNation: SUNNATION EXCLUSIVE: We reveal the man responsible for Ed slipping off the stage...  …
593891123183099906,ED MILIBAND FELL OF STAGE... HOW IS HE GOING TO RUN THE COUNTRY?!?!?!????
593891123304787968,"ouseOfTraitors: bbcbias Number of times Party/Leader mentioned tonight on BCNews 

LAB  14
CON  9
LIB    7
SNP  5
UKIP  0"
593891123292078081,ou_i5e: ogerV52 KIP 100% Nigel
593891123325771776,aniel__Brookes arahduk121 igel_Farage KIP that's a tad semantic? perhaps we should use recent general election results as best guide
593891123673878528,"ritainelects: Latest YouGov poll (29 - 30 Apr):
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)"
593891123766099970,The historic link between Labour and the trade unions is about to break - thanks to the SNP | via elegraph 
593891123610963968,ogideon: Ed Miliband's in denial about his past squandering of our money. Don't let him do it again 
593891124680482817,untinRobert: Murphy in Scotland insults our intelligence. Milliband in London demeans all Scots. The Scots will not take it lying down…
593891124953161728,UKIP TO WIN FARAGEFOREVER
593891125066346497,ndrew4mk: Off to Citizens MK assembly to show my commitment to living wage. Another no show from my Tory opponent.
593891125246689280,"aulwaugh: ICM found just 6% bbcqt viewers changed their mind. Small sub sample but: Clegg won 32% of switchers, Cam 25% Ed 20% http:/…"
593891126261592064,Watch: Ed Miliband trips off the stage following Question Time leaders special 
593891126916046849,"iarMPs: Russell Brand wants to hug people who thinks its ok to chop peoples heads off on our streets.
Miliband is only reaching out to…"
593891127197073408,"So, on BBC Question Time's election special interview with the various party leaders, Miliband relented to the... "
593891127545180162,Bbc scotlands entire lead story is 'nicola sturgeon won't rule out what she's already ruled out'
593891127520043008,"ilsonWilson009: Leaked reports that Tories feared ""inevitable ""election defeat so ran a campaign of false flags, muddying of the wate…"
593891127918493698,olManOfficial: Labour will do a deal with SNP make no mistake! Scotland will rule the UK!
593891127918485504,"And like LibDem leader Mr C said, he had to make hard and brave decision 5yrs ago, to save Britain becm like Greece; huge impact stories"
593891128262418433,"englaze: Great line from Lucy Powell on Miliband's minor trip: ""Ed slipped on David Cameron's sweat."" GE2015 bbcqt"
593891128472170497,"atyFBrand: While Cameron slags off Miliband for meeting Russell Brand, shall we just bear this in mind? "
593891129558474752,"BCPolitics: David Cameron says child benefit is ""key"" for UK families  bbcqt "
593891129436803072,uffPostUK: The Tory spin message about David Cameron's performance is a bit obvious bbcqt  …
593891129713635329,I see bcnickrobinson is doing his best to spin this for the Tories. Lame. Predictable and lame. bbcqt
593891129835319300,"anielMancip yes I'm not a nationalist ... I don't vote SNP, won't vote SNP - you however as a unionist are a nationalist"
593891130800009217,hristopherhope: I will ask David Cameron if he has the Liam Byrne note in his pocket tomorrow. Apparently he takes it 'everywhere' bb…
593891131252965376,HairyBiker: I knew BBC news would put more emphasis on Ed Milliband's slight trip at the end of his question time session than the who…
593891131701784576,ohnmcternan enathehyena KLabour d_Miliband Try going to Queen to form a Gov with fewer MPs than Tories and with no deal in place.
593891132293193728,"onaldLiddell: SNPBecause 
SNP VoteSNP 
anIwrussell anBarr67 ileen43Eileen en432 hellxdoherty84 atieKhaleesi …"
593891132389593089,"uardian: Guardian front page, Friday 1 May 2015: Miliband hardens his line: I will not do deal with SNP "
593891132775464960,tyrbbygrl: DAVID CAMERON IS BACKING A £15 MILLION MUSEUM &amp; LIBRARY DEDICATED TO MAGGIE THATCHER. £15 FUCKING MILLION. FUCK OFF.
593891132947464193,"onMooreMoreRon: Our Tory chums don't like you tweeting the following.

Wow! What a Strong and commanding performance by Ed tonight. v…"
593891133706612737,imonk133 oadto326 still think Tories a nose in front.
593891122541240320,Watch: Ed Miliband trips off the stage following Question Time leaders special 
593891133782102016,".d_Miliband 'nodded' to keeping austerity, but to his own formula. I, too,  was surprised he didn't expand. "
593891123183099906,ED MILIBAND FELL OF STAGE... HOW IS HE GOING TO RUN THE COUNTRY?!?!?!????
593891123292078081,ou_i5e: ogerV52 KIP 100% Nigel
593891123673878528,"ritainelects: Latest YouGov poll (29 - 30 Apr):
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)"
593891121194995712,Fair point...... 
593891134432247808,ob_pearson86: Clegg with the relaxed demeanour of a man who knows he'll be Deputy PM to *someone* on May 8th.
593891124680482817,untinRobert: Murphy in Scotland insults our intelligence. Milliband in London demeans all Scots. The Scots will not take it lying down…
593891128262418433,"englaze: Great line from Lucy Powell on Miliband's minor trip: ""Ed slipped on David Cameron's sweat."" GE2015 bbcqt"
593891128472170497,"atyFBrand: While Cameron slags off Miliband for meeting Russell Brand, shall we just bear this in mind? "
593891129835319300,"anielMancip yes I'm not a nationalist ... I don't vote SNP, won't vote SNP - you however as a unionist are a nationalist"
593891130800009217,hristopherhope: I will ask David Cameron if he has the Liam Byrne note in his pocket tomorrow. Apparently he takes it 'everywhere' bb…
593891131701784576,ohnmcternan enathehyena KLabour d_Miliband Try going to Queen to form a Gov with fewer MPs than Tories and with no deal in place.
593891135275270144,"hhamilton: Unexpectedly, it looks like UKIP want the royal coat of arms taken off the UK passport. "
593891132293193728,"onaldLiddell: SNPBecause 
SNP VoteSNP 
anIwrussell anBarr67 ileen43Eileen en432 hellxdoherty84 atieKhaleesi …"
593891134000226304,"lanthegasman: Tim Farron - ""Miliband has ruled out reality"""
593891136856522752,"rjamesmack In what conceivable situation could the SNP vote against Labour (bar Trident) without compromising on ""locking the Tories out""?"
593891137431154688,attHancock2015: Safe to say EdM’s weak performance showed he’s too weak to stand up to SNP. Truth is British people would pay price ht…
593891137502486528,No surprise there UKIP  “erform: ”
593891137372422144,ohnhemming4mp Forgot to copy essphillips in on that one.  Ops.  Fair chance of rebuttal. Figs are pretty clear: ibDem record better :)
593891137611530240,Some daft fucker has given the UKIP bigots the internet password tonight. They are licking their screens as they type!
593891137527623680,"an_beckett: No questions on tax havens for PM on bbcqt - Pourquoi?
Cameron’s father left offshore assets in tax haven of Jersey
http:…"
593891137905152002,"Here endeth the Union!
he45Storm imForScotland d_Miliband  "
593891138521694208,vote no to stop alexsalmond's crazy political career plan will ruin the country  referendum snp alexsalmond
593891138798538754,"Tonight's Question Time special with Cameron, Milliband &amp; Clegg was an ideal moment for a couple of games of Bullshit Bingo."
593891138928549890,d_Miliband: I want to be completely clear: there will no coalition and no deals with the SNP. bbcqt
593891139075313664,"enotadick: If the other parties snub the SNP out of spite, they're disenfranchising Scottish people and pushing support for Indy up."
593891138966265856,"ursieDear25: A man whose party's entire campaign is based on the ""threat"" of the SNP bringing in another Tory gov, threatening to brin…"
593891139222142977,ndrewColeman1 BCJamesCook icolaSturgeon They  said they would but Milliband saying he'd rather Tory govt than SNP backing redtories?
593891139775799296,"Why does DC have a face for every occasion? Like the ham actors in a ""B"" movie. "
593891139264126977,"andofGOD7: Miliband getting ""tough"" on immigration. After KLabour spent 13 years printing ""how to claim your benefits"" in 174 diffe…"
593891140585291776,"As someone who is going to grimly, disappointedly go and vote Labour again this time round, please, d_Miliband, stop ruling out SNP deals."
593891141214445568,"igar117 Farage and Carswell only likely, maybe 1 or 2 others. Need strong showing by Orange Book Lib Dems. Clegg looks like a gonner."
593891141302484993,David Cameron's father left assets in offshore tax haven to his family 
593891141394812928,anHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? …
593891142028099584,anHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? …
593891141990383616,etigcreature oyhendo Nobody but UKIP will want to cosy up to the Tories - both Labour and  SNP know this.
593891141914894337,Kezia doll stop making a pure clown of yourself hen !!! snp
593891142330142723,"alesForYES: If Labour let the Tories back into power, Wales will never forgive them. GE2015"
593891142762106880,I just reeeeally cannot stand David Cameron
593891142875381760,tephenNoon: Miliband has just sacrificed cottishLabour - he'd let the Tories stay in government rather than work with the SNP mili…
593891143114448898,himbleOfGrace which ukip policy did you agree with?
593891143223537664,ichardJMurphy: Why won't Miliband challenge the idea that the country does not run a household budget? bbcqt
593891143361929216,APonsonby: Miliband made a 'Reverse Vow'. Can only be effective if media run as 'No Deal' instead of 'Tory Threat'. How will BCScotl…
593891143781322752,d_Miliband - forget coalition would be disaster for SNP.You'll need their votes so be realistic here .If you agree-what's the problem?
593891144548950017,"archerLord1: bbcqt Miliband:""We will NOT form a coalition with the SNP""
RT for absolute bollocks
FAV for ""I'm gullible and totally be…"
593891144699912192,"smart: Aw Miliband, just wait till the Scottish results come in bbcqt "
593891145157091330,Why do they keep acting like Alex Salmond is still the leader of the SNP? Must be cause their shitting themselves from the boss Sturgeon
593891145610039296,ichaelH14: Ed Miliband : it wasn't the spending on teachers &amp; nurses in Britain that crashed the global economy. 'Bout time someone sa…
593891145786228736,"hristineElmer: Appalling performance by Miliband, hand in pocket, just turned his back in QuestionTime audience. No answers KLabour…"
593891146952224769,ndependent: Lib Dems expose secret Tory plan to 'slash' child benefit to meet £8bn cuts target  …
593891146805452800,eaubeau888: Ed Milliband came on top on the Sun's Twitter worm. Bet they won't mention that in their paper tomorrow. …
593891147673632770,"bstex: The FT is backing the Tories. On an unrelated note, here's a photo of FT leader writer Jonathan Ford (next to Boris) …"
593891147438804992,"raceyMurph safe to vote SNP and the Tories won't get in, and the Tories will get loads off UKIP voters scared of the SNP"
593891146939629569,"aebD and y'know, the tories not voting down supply bills. like they did that one time."
593891148000849922,xlabourite: ebatingfools upTroop the guy wearing a Boris Johnson mask claiming to support UKIP was released instantly apparently? …
593891149041037312,arrynewman The audience's time with Nick Clegg was irritating. Heckled rather than asking him important policy questions.
593891149397553152,"auseswans mum... , da d.... I'm ukip"
593891150123139073,onathanArnott: My last tweets show UKIP's real policies on the NHS. You can see for yourself at  - or you could …
593891150517432320,How can Ed Miliband form a minority government without some kind of tacit deal with the SNP?
593891150592876544,llymaciver11: I'm SNPbecause everything Els is Tory AskNicola bbcqt VoteSNP
593891150316044289,"afydd_Wigley: Nick Clegg. Makes it clear that Lib Dems are willing to go into coalition with the Tories - AGAIN ! Are you listening,  …"
593891150810972161,rvineWelsh: So Lab mantra all will be well if we 'get the Tories out' now 'but we don't want them out badly enough to work with a cent…
593891151062704128,ouglasDaniel: Miliband's new line 'if you don't vote Labour in Scotland I will punish you by letting the Tories in'.
593891151482085376,"ritainelects: Latest YouGov poll (29 - 30 Apr):
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)"
593891152312537088,"ames_askwith heMockneyRebel cottieh419 Ukip PPCs are either silent when asked, or refuse to endorse what their party stands for"
593891152249622529,These pundits talking about reaction of bbcqt audience is ludicrous. On the BBC's own admission half of them were Tories &amp; LibDens
593891152421638144,"SmithsonPB: Figures from tonight's YouGov/Sun poll
: CON 34%, LAB 35%, LD 8%, UKIP 12%, GRN 5%"
593891152186609664,hauntberry elegraph  No it wasn't fair. Why only asked Ed abt non-dorm? Why not Cameron and Clegg? It was fucking stacked.
593891153243709441,"lowmonkey1 heSNP No deals, no coalition - quite clear. The only way to keep the Tories out is to vote scottishlabour No other way."
593891153377894401,"enrileysmith: One-word verdicts from ameskirkup. 
Cameron: strong
Miliband: stumbling
Clegg: sidelined
Audience: savage 
…"
593891153130483712,"tonOldBoys: If you thought Labour over spent read the facts, up until the Banking Crisis spent less than the Tories …"
593891153767956480,uidoFawkes: Miliband's trip makes the News at Ten
593891155017883649,"bstex: The FT is backing the Tories. On an unrelated note, here's a photo of FT leader writer Jonathan Ford (next to Boris) …"
593891154955018241,"S_Kelly: Alt Coldplay:Look at the seats!
Look how they swing for you,
And everything you do,
Yeah, they were all yellow.
heMcNicol …"
593891154967552001,elshConserv: We've come a long way in 5yrs. Don't let EdM &amp; SNP drag us back to square one. Let's keep going SecureTheRecovery https:…
593891155328270337,"astwoodsnp222: imForScotland It's not a bluff Jim, If Lab let the Tories in instead of being supported by SNP to form a gov, they wi…"
593891155441483776,ichjb1987: “hrisDYork: And here's the best bit of the night so far... Miliband nearly face-planting the Q bbcqt …
593891155676389377,Election2015 Nick Clegg risks losing his seat in general election 
593891155588337664,hristinaSNP: I just heard Milliband's pronouncements........ Oh dear.... Cutting off his nose to spite the Scots.... VoteSNP
593891155823173632,"elticWolf1312: Disgusted by d_Miliband saying he would rather let the Tories in than work with heSNPPeople must vote for the prog…"
593891156137799681,cotnotbritt: Well thats it. LABOUR would rather have a TORY government rather than work with the SNP. 
593891156230053888,"bstex: The FT is backing the Tories. On an unrelated note, here's a photo of FT leader writer Jonathan Ford (next to Boris) …"
593891156594860033,"anicedickson: Tory MP wishes Sir John A. a happy birthday, months late "
593891157278597120,"esGiffnock: Here is Ed Miliband handing the GE to the Tories Please RT
"
593891157802917888,Some of Cameron's lies in more detail...  
593891157546926080,"Miliband stumbles, Cameron dodges "
593891158163648514,d_Miliband: I want to be completely clear: there will no coalition and no deals with the SNP. bbcqt
593891158432047104,anHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? …
593891158574653440,otalPolitics: After the milistumble here's Nick Clegg rudemanslapdown 
593891275537051648,"ucyMPowell: Tough questions to both leaders, but only Ed Miliband actually answering them bbcqt"
593891278628253696,"ohn_mcgoff: Tomorrows Sun - English edition ""Ed Miliband Trips off Stage""
Tomorrows Sun - Scottish edition ""Ed Miliband's Tripping"""
593891278821203968,"an_beckett: No questions on tax havens for PM on bbcqt - Pourquoi?
Cameron’s father left offshore assets in tax haven of Jersey
http:…"
593891279274119168,orkshirelabour: Time and time again David Cameron refuses to say which working benefits he'll cut. The audience are growing frustrated…
593891279106355200,hunkymark wenJones84 lab going to hand the torys keys to downing st to keep out snp. Can't blame snp now folks ed will sell yous out😂
593891279542550528,"heLastLeg Russell forces Miliband to say ""hapax mogolgnon"" Milibrand"
593891279701946368,"Suzanne Evans This Lady is a little gem. Straight talking, intelligent fierce UKIP warrior. What you see is what you get. Love the honesty."
593891280243003392,"You are misinformed.If you do actually want to learn about UKIP, feel free. "
593891280641519616,evinJPringle: .d_Miliband's distancing from heSNP wholly under pressure from Tories - he went way too far &amp; has given Labour in Sc…
593891280637296640,enCooper86: When did Labour start overspending &amp; does this mean the Tories under Major overspent too? bbcqt 
593891280901529600,"rances_Coppola: Now on the train. Across the aisle are four drunk Tory men loudly proclaiming that we must cut the deficit ""because it…"
593891281362886656,"atieWeasel: Ed Miliband ""we're not going to do a deal with the SNP, there will be no coalition with the SNP"" bbcqt …"
593891281018834944,"rdavidwhitley: ""Cosying up to Russell Brand shows that Ed Miliband just isn't cut out to be Prime Minister."" "
593891281509617666,ougyMontiel: Everyone is going to be on Tory Lanez soon 📶
593891281610346497,"not even Inspector Gadget could find your dignity, fam "
593891281463603201,onwindward: imForScotland Crazy statements like that just confirms to me I made the right decision in leaving Labour for the SNP.Tim…
593891282143043586,"ancman10: Tonight's YouGov poll:
LAB 35%
CON 34%
UKIP 12%
LDEM 8%
GRN 5%
7DaysToGo
GE2015"
593891282482769920,APonsonby: 'Vote for us or we'll set the Tories on you'. I just can't see this as anything other than a suicide note for cottishlabo…
593891282507948032,avidbush that we can agree on. You over the border in Scotland? I'm in safe Tory seat not seen our Tory candidate /shrug UKIP/LD busy here
593891282705068032,iviEastSNP: So Milliband and Labour would rather allow the Tories back in than form a Government. Why is he standing then!... http://t…
593891282738618368,ombradby: Nick Clegg looks supremely confident in this format. I think he's done himself some favours tonight.
593891282965176320,ameslee42 teveRHolmes SNP won't abstain from a left-leaning programme of minority Govt. They'd be crucified in Scotland.
593891283715915776,"elticWolf1312: Disgusted by d_Miliband saying he would rather let the Tories in than work with heSNPPeople must vote for the prog…"
593891283699159040,"iarMPs: Russell Brand wants to hug people who thinks its ok to chop peoples heads off on our streets.
Miliband is only reaching out to…"
593891283778822144,If Miliband doesn't think the last labour government overspent then there is no way him and his party can be trusted with the economy
593891283883659264,ameskirkup: David Cameron will be happy with tonight's events. Nick Clegg will be satisfied. Ed Miliband will be sad. bbcqt
593891284626051073,egidRoberts: inaTeapot27 lexx_McArthur ratdha anything at all is better than the Tories back in. A lab/snp/plaid/green/lib/kitch…
593891284563193856,"oncstone: ICM snap poll for the bbcqt special has a solid win for David Cameron: 

44% Cameron
38% Miliband
19% Clegg …"
593891284873564161,hewinning55: Sturgeon gives herself payrise making her 6th highest paid politician in World and rides around in a helicopter then slam…
593891284747563008,Politics: BBC Question Time sketch: David Cameron v Ed Miliband... and Liam Byrne: In a spe...  via .heNewsHype
593891285028724737,"smart: Aw Miliband, just wait till the Scottish results come in bbcqt "
593891285037101056,David Cameron confidant promotes forced depopulation of Muslims in Europe  via ritersofColour
593891285263593472,anHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? …
593891285351665665,miablecynic: I'm a GreenParty member but I'll vote Labour because I believe Ed has the best chance of ending Tory rule dontvotegre…
593891285339086849,"Last RT: If Ed Milliband won't do a deal with SNP, highly unlikely they will be in government"
593891285771104258,lways_a_Yes: Miliband just doesn't understand Scots and he is getting poor advice from Scottish Labour politicians all desperate to ke…
593891285674622976,"_Liberty_Rebel: Only regret at BBCQT is that, in Yorkshire, no-one asked Miliband about connection between Rotherham &amp; criminalising…"
593891285976666113,"ritainelects: Latest YouGov poll (29 - 30 Apr):
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)"
593891287159447552,arkfergusonuk: Ed Miliband’s offer to the SNP 
593891287369125888,eteWars: ichelleMone how will you control the Tories in Scotland Michelle?
593891287142535168,"Politics: BBC Question Time: Ed Miliband savaged over his economic record: Ed Miliband, the...  via .heNewsHype"
593891287285137408,"How leaders dealt with TV grilling: Carole Walker gives her verdict on how David Cameron, Nick Clegg and Ed Mi... "
593891287876644864,honad7674: Tory &amp; Labour you insult me every time you open your mouth.I am a pensioner voting politically for 1st time &amp; will be votin…
593891287721517056,"“SmithsonPB: Figures from tonight's YouGov/Sun poll
: CON 34%, LAB 35%, LD 8%, UKIP 12%, GRN 5%” spin this oadmeister you total tit."
593891288107343872,untinRobert: The finest reply to Ed M's dismissal of Scots' democratic votes is to deliver 59 SNP MPs.
593891288166100992,ranz_Dada: Nick Clegg claims the tutionfees lie (And the increase of fees) makes for a FAIRER SYSTEM elitism highereducation livet…
593891288677777408,Wish David Cameron asked a member of the audience if they were an ostrich bbcqt
593891288476418048,"ritology_: Figures from tonight's YouGov/Sun poll
CON 34%, LAB 35%, LD 8%, UKIP 12%, GRN 5% GE2015 ELECTION2015"
593891288451313666,uffPostUK: The Tory spin message about David Cameron's performance is a bit obvious bbcqt  …
593891288996384769,"""David Cameron: smooth, smiley but unconvincing"" bbcqt "
593891289302736897,bc9in: I see bcnickrobinson is doing his best to spin this for the Tories. Lame. Predictable and lame. bbcqt
593891289474674689,ngusMacNeilSNP: Again Nicola Sturgeon a truly amazing political &amp; honest personal connection with audience ..Impressed  Join SNP at h…
593891289420144640,"ac123_m: Ed Miliband has spelt it out again. No deals with the SNP.
There's a choice:
Vote SNP get Tories
Vote LAB and get LAB http://…"
593891290040967169,"bcnickrobinson d_Miliband nick,will you be spending election night with the camerons? Blatent tory bias from you all night."
593891289902354432,SNP leader faces audience questions: Nicola Sturgeon is grilled about the SNP's role at Westminster by a live ... 
593891290535874560,BCDouglasF umzaYousaf I guess he really doesn't want to be PM? The hardy Scots will definitely not be voting for him!! SNP GE15
593891290523238401,"abourpress: Families are on average £1,100 worse off thanks to Tory tax &amp; benefit changes bbcqt"
593891290519076864,"oominmandy: Cameron definitely the winner so far. Miliband just not up to it. And why does he keep saying ""look...""  bbcqt"
