created_at,favorite_count,id,in_reply_to_status_id,in_reply_to_user_id,retweet_count,retweeted,text,truncated,user.id
Thu Apr 30 21:34:08 +0000 2015,0,5.93891E+17,,,0,FALSE,Miliband - I'd pass on PM job rather than do deal with Scots nationalists: LONDON (Reuters) - British Labour Party… http://t.co/2cFGVfWkqF,FALSE,2724103423
Thu Apr 30 21:34:08 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @GloriaDePiero: Nick Clegg is just as responsible for this Govt's failing  plan as David Cameron - he's backed the Tories all the  way,FALSE,115142697
Thu Apr 30 21:34:08 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @mykilmarnock: Will the person who dropped a Vote SNP badge please call at Kilmarnock police station to collect it. http://t.co/o3sG5B4L…,FALSE,352549747
Thu Apr 30 21:34:08 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @Markfergusonuk: The Sun’s Twitter worm appears to believe Ed Miliband is winning so far #bbcqt http://t.co/ZgZbSwnZxZ,FALSE,3129616979
Thu Apr 30 21:34:08 +0000 2015,0,5.93891E+17,5.9389E+17,336162378,0,FALSE,"@ScottishPleb @AHairyBiker 

SNP toxic in England. Why would Labour want to do a deal with them?",FALSE,336162378
Thu Apr 30 21:34:08 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @KatieKhaleesi: I'm #SNPbecause in my entire adult life I've only seen Labour &amp; Tories cause misery, war, and further victimisation of t…",FALSE,45970197
Thu Apr 30 21:34:08 +0000 2015,0,5.93891E+17,,,0,FALSE,Jeremy Vine doesn't think the SNP Scottish takeover merits a mention,FALSE,3202460764
Thu Apr 30 21:34:08 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @daniloxxv: ""UKIP is the bastard child of the big three parties. With apologies to all bastards."" - @PeterTatchell at the University of …",FALSE,2234850703
Thu Apr 30 21:34:08 +0000 2015,0,5.93891E+17,5.93888E+17,21910500,0,FALSE,"“@suttonnick: Friday's Times front page:
Miliband savaged for ‘lies’ over spending
#tomorrowspaperstoday #bbcpapers http://t.co/ts9ZnULDwr”",FALSE,159072956
Thu Apr 30 21:34:08 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @dhothersall: Scenes of celebration in Glasgow as #SNP applaud a #Conservative victory. Just a bit of fun. Or is it? :-) https://t.co/hh…,FALSE,514760597
Thu Apr 30 21:34:08 +0000 2015,0,5.93891E+17,5.93855E+17,21439144,0,FALSE,"@KTHopkins SNP thickos look forward to having the balance of power, bringing fair, decent policies that fascists bigots like u detest!",FALSE,2791535302
Thu Apr 30 21:34:08 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @LabourEoin: Another humongous lie from David Cameron. He has not clamped down on Tax Avoidance. Uncollected Tax has risen #BBCqt http:/…,FALSE,719947915
Thu Apr 30 21:34:08 +0000 2015,0,5.93891E+17,,,0,FALSE,"my tory dad:
""if UKIP had a chance here I'd definitely vote for them.""

*5 mins later*
""you are so blinkered!!! so closed minded!!""

u sure?",FALSE,30728366
Thu Apr 30 21:34:09 +0000 2015,0,5.93891E+17,,,0,FALSE,"Tonight's polling average: Con 33.7%, Lab 33%, UKIP 13%, Lib Dem 8% and Green 5.7%.",FALSE,138076595
Thu Apr 30 21:34:09 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @jsteve372: .@mik61scot it's Nicola Sturgeon's new education policy... Improve literacy by getting deprive kids reading words on helicop…,FALSE,87032917
Thu Apr 30 21:34:09 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @guardian: Guardian front page, Friday 1 May 2015: Miliband hardens his line: I will not do deal with SNP http://t.co/gHMZXK3Tbc",FALSE,1160879552
Thu Apr 30 21:34:09 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @StephenHep21: @ScotlandTonight Ed is free to say he wont do a deal. It is #SNP who will never be forgiven if they vote down a Labour go…,FALSE,80291715
Thu Apr 30 21:34:09 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @Ed_Miliband: I want to be completely clear: there will no coalition and no deals with the SNP. #bbcqt,FALSE,2397876343
Thu Apr 30 21:34:09 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @HuffPostUK: The Tory spin message about David Cameron's performance is a bit obvious #bbcqt http://t.co/yihDlG5NVo http://t.co/KsqFCqwS…,FALSE,131257940
Thu Apr 30 21:34:09 +0000 2015,0,5.93891E+17,5.93891E+17,19017675,0,FALSE,@Nigel_Farage Does Ed's rejection of Lab/SNP deal undermine Cameron's plea to Ukippers to 'come home' on the basis of that proposal?,FALSE,572909495
Thu Apr 30 21:34:09 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @Ed_Miliband: I want to be completely clear: there will no coalition and no deals with the SNP. #bbcqt,FALSE,211639555
Thu Apr 30 21:34:09 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @chaos_lane: imagine fighting for us to stay in the union, promising that Scotland's voice will be heard, and then refusing to do a deal…",FALSE,431991168
Thu Apr 30 21:34:09 +0000 2015,0,5.93891E+17,,,0,FALSE,Account for every penny? Like you did last time? Your nose should be 2 foot long! https://t.co/k4NMrenulf,FALSE,1298754739
Thu Apr 30 21:34:10 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @ronwindward: @JimForScotland Crazy statements like that just confirms to me I made the right decision in leaving Labour for the SNP.Tim…,FALSE,112839986
Thu Apr 30 21:34:10 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @Riath84: Great, you reduced the deficit, by killing and shitting on the poor. Good job. Not really something to be bragging about Torie…",FALSE,25584011
Thu Apr 30 21:34:10 +0000 2015,0,5.93891E+17,,,0,FALSE,Clegg: Education spending is a coalition 'red line' - ITV News http://t.co/uLHiJeeJi6,FALSE,773391421
Thu Apr 30 21:34:10 +0000 2015,0,5.93891E+17,,,0,FALSE,Can you shut the NS down until May 8. #Prettyplease https://t.co/u5foOReQIh,FALSE,416610759
Thu Apr 30 21:34:10 +0000 2015,0,5.93891E+17,,,0,FALSE,Fucking biased #BBC allowing @Nigel_Farage to have a #leadersdebate program all of his own... #NigelFarage #UKIP #GE2015,FALSE,2239487486
Thu Apr 30 21:34:10 +0000 2015,0,5.93891E+17,,,0,FALSE,"'I'm not going to cave in to the SNP over Trident and the deficit'. 

A left-wing party in favour of nuclear weapons and maintaing austerity",FALSE,1303763558
Thu Apr 30 21:34:10 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @nickgoff79: If Miliband had replied then, ""ah, you work in recruitment? No wonder you're such a dick."" I'd have voted for him. But he d…",FALSE,864943860
Thu Apr 30 21:34:10 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @EllieCumbo: Oh, Tories. Wiz zis message discipline you are really spoiling uz. http://t.co/wg5WhNyp6O",FALSE,2695397184
Thu Apr 30 21:34:10 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @LeeMartin4947: Miliband on Question Time: I won't have Labour government if it means SNP deal http://t.co/8DPMTRsqG1 #GE2015,FALSE,223162337
Thu Apr 30 21:34:10 +0000 2015,0,5.93891E+17,,,0,FALSE,VIDEO: Sturgeon on post-election deals http://t.co/sLvUpn2uD8,FALSE,323685593
Thu Apr 30 21:34:10 +0000 2015,0,5.93891E+17,,,0,FALSE,Watch: Ed Miliband trips off the stage following Question Time leaders special http://t.co/PjP3yb5u6t,FALSE,453176496
Thu Apr 30 21:34:10 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @joncraig: Scottish audience all address Sturgeon as ""Nicola"". Earlier on QT it was ""Mr Cameron"", ""Mr Miliband"" &amp; ""Mr Clegg"". http://t.c…",FALSE,962778541
Thu Apr 30 21:34:10 +0000 2015,0,5.93891E+17,,361756405,0,FALSE,"@ScotlandTonight If Miliband will step aside to let Tories in, we need 59 SNP MPs more than ever to stand up for Scotland @theSNP #VoteSNP",FALSE,20048514
Thu Apr 30 21:34:10 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @ChristinaSNP: I just heard Milliband's pronouncements........ Oh dear.... Cutting off his nose to spite the Scots.... #VoteSNP,FALSE,327604786
Thu Apr 30 21:34:10 +0000 2015,0,5.93891E+17,,,0,FALSE,#Newsnight or Farage talking cr*p for nearly half an hour. A tough call; though Farage might well melt down yet again w/audience questions..,FALSE,405194953
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,Kind of like/support nick clegg hahahaha,FALSE,2547024664
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @chunkymark: How would labour supporters/country feel if @Ed_Miliband let Tories have another 5 years by refusing to have coalition with…,FALSE,20316261
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @guardian: Guardian front page, Friday 1 May 2015: Miliband hardens his line: I will not do deal with SNP http://t.co/gHMZXK3Tbc",FALSE,158533234
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,"Couldn't watch the leaders Q&amp;As tonight as I was at a scholarship dinner, but at said dinner I argued Labour doesn't need nor want the SNP",FALSE,102098702
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @GardhamHT: Scots will never forgive Lab if Tories get in because Miliband refuses to work with SNP, says Stewart Hosie",FALSE,2938705671
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @DanHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? http://t.c…,FALSE,557752563
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @thesundaypeople: UKIP's housing spokesman rakes in £800k in housing benefit from migrants.  http://t.co/GVwb9Rcb4w http://t.co/c1AZxcLh…,FALSE,323227501
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,SNP leader faces audience questions http://t.co/gk6yJ9zXNx,FALSE,323685593
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @CountryStandard: You Gov Poll Tonight
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)",FALSE,628502330
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @DanHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? http://t.c…,FALSE,281089096
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @JimForScotland: Labour has called SNP bluff. The SNP must now be clear: are they willing to prevent or bring down a Labour government &amp;…,FALSE,942479006
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,"""Making love is not on the cards here, he's a Tory""",FALSE,336530746
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,"Audience member: why are million's more people using foodbanks?
David Cameron: here's a letter saying there's no money left",FALSE,1950008834
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,David Cameron hugs another husky in the storms http://t.co/WWkaKjKEdJ #david Cameron #hugahusky #davidcamerontweet #greatstorm 2013 #StJude,FALSE,1257694519
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @gemini2359: #bbcqt Tories 1st introduced PFI In NHS not Labour. Here's Ken Clarke boasting of it. http://t.co/4lk4w72f1A,FALSE,1962796308
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @sunny_hundal: It's far easier for Labour to work as a minority govt than the Tories. Miliband can call SNP's bluff, while Cameron has n…",FALSE,36063034
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,Fair point...... https://t.co/etdlMiew4T,FALSE,19286879
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @labourpress: We learnt the most from the question David Cameron wouldn't answer tonight: clear now the Tories will cut Child Benefit #b…,FALSE,2584199773
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,,,0,FALSE,Watch: Ed Miliband trips off the stage following Question Time leaders special http://t.co/ndbqvgEkNK,FALSE,2768062344
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @SunNation: #SUNNATION EXCLUSIVE: We reveal the man responsible for Ed slipping off the stage... http://t.co/WZ7bITsezb http://t.co/gd42…,FALSE,2917805117
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,,,0,FALSE,ED MILIBAND FELL OF STAGE... HOW IS HE GOING TO RUN THE COUNTRY?!?!?!????,FALSE,363838141
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @HouseOfTraitors: #bbcbias Number of times Party/Leader mentioned tonight on @BBCNews 

LAB  14
CON  9
LIB    7
SNP  5
UKIP  0",FALSE,1242229584
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @Lou_i5e: @RogerV52 @UKIP 100% Nigel,FALSE,2951248157
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,5.9389E+17,948314394,0,FALSE,@Daniel__Brookes @sarahduk121 @Nigel_Farage @UKIP that's a tad semantic? perhaps we should use recent general election results as best guide,FALSE,22848976
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @britainelects: Latest YouGov poll (29 - 30 Apr):
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)",FALSE,2957078271
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,,,0,FALSE,The historic link between Labour and the trade unions is about to break - thanks to the SNP | via @Telegraph http://t.co/W5JB0FAFet,FALSE,852919230
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @jogideon: Ed Miliband's in denial about his past squandering of our money. Don't let him do it again https://t.co/swqjv3xnHe,FALSE,83628515
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @BuntinRobert: Murphy in Scotland insults our intelligence. Milliband in London demeans all Scots. The Scots will not take it lying down…,FALSE,564954573
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,,,0,FALSE,#UKIP TO WIN #FARAGEFOREVER,FALSE,382885872
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @andrew4mk: Off to Citizens MK assembly to show my commitment to living wage. Another no show from my Tory opponent.,FALSE,15709635
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @paulwaugh: ICM found just 6% #bbcqt viewers changed their mind. Small sub sample but: Clegg won 32% of switchers, Cam 25% Ed 20% http:/…",FALSE,2578825735
Thu Apr 30 21:34:13 +0000 2015,0,5.93891E+17,,,0,FALSE,Watch: Ed Miliband trips off the stage following Question Time leaders special http://t.co/Pm5UrTC2I5,FALSE,2701597927
Thu Apr 30 21:34:13 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @LiarMPs: Russell Brand wants to hug people who thinks its ok to chop peoples heads off on our streets.
Miliband is only reaching out to…",FALSE,1454249192
Thu Apr 30 21:34:13 +0000 2015,0,5.93891E+17,,,0,FALSE,"So, on BBC Question Time's election special interview with the various party leaders, Miliband relented to the... http://t.co/JrCAHcLYrn",FALSE,21105283
Thu Apr 30 21:34:13 +0000 2015,0,5.93891E+17,,,0,FALSE,Bbc scotlands entire lead story is 'nicola sturgeon won't rule out what she's already ruled out',FALSE,23298323
Thu Apr 30 21:34:13 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @WilsonWilson009: Leaked reports that #Tories feared ""inevitable ""election defeat so ran a campaign of false flags, muddying of the wate…",FALSE,586004207
Thu Apr 30 21:34:13 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @SolManOfficial: Labour will do a deal with SNP make no mistake! Scotland will rule the UK!,FALSE,76792634
Thu Apr 30 21:34:13 +0000 2015,0,5.93891E+17,,,0,FALSE,"And like LibDem leader Mr C said, he had to make hard and brave decision 5yrs ago, to save Britain becm like Greece; huge impact stories",FALSE,633315980
Thu Apr 30 21:34:13 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @benglaze: Great line from Lucy Powell on Miliband's minor trip: ""Ed slipped on David Cameron's sweat."" #GE2015 #bbcqt",FALSE,436708587
Thu Apr 30 21:34:13 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @KatyFBrand: While Cameron slags off Miliband for meeting Russell Brand, shall we just bear this in mind? http://t.co/q0B18I9OFA",FALSE,1029438206
Thu Apr 30 21:34:13 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @BBCPolitics: David Cameron says child benefit is ""key"" for UK families http://t.co/jsd8Jb1lYA #bbcqt http://t.co/c13CsAKr4Q",FALSE,400892575
Thu Apr 30 21:34:13 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @HuffPostUK: The Tory spin message about David Cameron's performance is a bit obvious #bbcqt http://t.co/yihDlG5NVo http://t.co/KsqFCqwS…,FALSE,476845869
Thu Apr 30 21:34:13 +0000 2015,0,5.93891E+17,,,0,FALSE,I see @bbcnickrobinson is doing his best to spin this for the Tories. Lame. Predictable and lame. #bbcqt,FALSE,285775472
Thu Apr 30 21:34:13 +0000 2015,0,5.93891E+17,5.93841E+17,2978549278,0,FALSE,"@DanielMancip yes I'm not a nationalist ... I don't vote SNP, won't vote SNP - you however as a unionist are a nationalist",FALSE,152590861
Thu Apr 30 21:34:14 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @christopherhope: I will ask David Cameron if he has the Liam Byrne note in his pocket tomorrow. Apparently he takes it 'everywhere' #bb…,FALSE,129011419
Thu Apr 30 21:34:14 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @AHairyBiker: I knew BBC news would put more emphasis on Ed Milliband's slight trip at the end of his question time session than the who…,FALSE,337291312
Thu Apr 30 21:34:14 +0000 2015,0,5.93891E+17,5.9389E+17,21146043,0,FALSE,@johnmcternan @lenathehyena @UKLabour @Ed_Miliband Try going to Queen to form a Gov with fewer MPs than Tories and with no deal in place.,FALSE,181710337
Thu Apr 30 21:34:14 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @DonaldLiddell: #SNPBecause 
#SNP #VoteSNP 
@IanIwrussell @IanBarr67 @Eileen43Eileen @Zen432 @shellxdoherty84 @KatieKhaleesi http://t.co…",FALSE,1626325842
Thu Apr 30 21:34:14 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @guardian: Guardian front page, Friday 1 May 2015: Miliband hardens his line: I will not do deal with SNP http://t.co/gHMZXK3Tbc",FALSE,567192402
Thu Apr 30 21:34:14 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @ntyrbbygrl: DAVID CAMERON IS BACKING A £15 MILLION MUSEUM &amp; LIBRARY DEDICATED TO MAGGIE THATCHER. £15 FUCKING MILLION. FUCK OFF.,FALSE,459229098
Thu Apr 30 21:34:14 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @RonMooreMoreRon: Our Tory chums don't like you tweeting the following.

Wow! What a Strong and commanding performance by Ed tonight. #v…",FALSE,1607143447
Thu Apr 30 21:34:14 +0000 2015,0,5.93891E+17,5.93891E+17,14733574,0,FALSE,@simonk133 @roadto326 still think Tories a nose in front.,FALSE,229881862
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,,,0,FALSE,Watch: Ed Miliband trips off the stage following Question Time leaders special http://t.co/ndbqvgEkNK,FALSE,2768062344
Thu Apr 30 21:34:14 +0000 2015,0,5.93891E+17,,,0,FALSE,".@Ed_Miliband 'nodded' to keeping austerity, but to his own formula. I, too,  was surprised he didn't expand. https://t.co/ggMWGCSLzX",FALSE,267348157
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,,,0,FALSE,ED MILIBAND FELL OF STAGE... HOW IS HE GOING TO RUN THE COUNTRY?!?!?!????,FALSE,363838141
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @Lou_i5e: @RogerV52 @UKIP 100% Nigel,FALSE,2951248157
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @britainelects: Latest YouGov poll (29 - 30 Apr):
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)",FALSE,2957078271
Thu Apr 30 21:34:11 +0000 2015,0,5.93891E+17,,,0,FALSE,Fair point...... https://t.co/etdlMiew4T,FALSE,19286879
Thu Apr 30 21:34:15 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @rob_pearson86: Clegg with the relaxed demeanour of a man who knows he'll be Deputy PM to *someone* on May 8th.,FALSE,47591956
Thu Apr 30 21:34:12 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @BuntinRobert: Murphy in Scotland insults our intelligence. Milliband in London demeans all Scots. The Scots will not take it lying down…,FALSE,564954573
Thu Apr 30 21:34:13 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @benglaze: Great line from Lucy Powell on Miliband's minor trip: ""Ed slipped on David Cameron's sweat."" #GE2015 #bbcqt",FALSE,436708587
Thu Apr 30 21:34:13 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @KatyFBrand: While Cameron slags off Miliband for meeting Russell Brand, shall we just bear this in mind? http://t.co/q0B18I9OFA",FALSE,1029438206
Thu Apr 30 21:34:13 +0000 2015,0,5.93891E+17,5.93841E+17,2978549278,0,FALSE,"@DanielMancip yes I'm not a nationalist ... I don't vote SNP, won't vote SNP - you however as a unionist are a nationalist",FALSE,152590861
Thu Apr 30 21:34:14 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @christopherhope: I will ask David Cameron if he has the Liam Byrne note in his pocket tomorrow. Apparently he takes it 'everywhere' #bb…,FALSE,129011419
Thu Apr 30 21:34:14 +0000 2015,0,5.93891E+17,5.9389E+17,21146043,0,FALSE,@johnmcternan @lenathehyena @UKLabour @Ed_Miliband Try going to Queen to form a Gov with fewer MPs than Tories and with no deal in place.,FALSE,181710337
Thu Apr 30 21:34:15 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @thhamilton: Unexpectedly, it looks like UKIP want the royal coat of arms taken off the UK passport. http://t.co/ha36sEPClI",FALSE,13913762
Thu Apr 30 21:34:14 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @DonaldLiddell: #SNPBecause 
#SNP #VoteSNP 
@IanIwrussell @IanBarr67 @Eileen43Eileen @Zen432 @shellxdoherty84 @KatieKhaleesi http://t.co…",FALSE,1626325842
Thu Apr 30 21:34:14 +0000 2015,0,5.93891E+17,,,0,FALSE,"RT @alanthegasman: Tim Farron - ""Miliband has ruled out reality""",FALSE,1336865540
Thu Apr 30 21:34:15 +0000 2015,0,5.93891E+17,5.93891E+17,132488742,0,FALSE,"@mrjamesmack In what conceivable situation could the SNP vote against Labour (bar Trident) without compromising on ""locking the Tories out""?",FALSE,132488742
Thu Apr 30 21:34:15 +0000 2015,0,5.93891E+17,,,0,FALSE,RT @MattHancock2015: Safe to say EdM’s weak performance showed he’s too weak to stand up to SNP. Truth is British people would pay price ht…,FALSE,2986157236
